entry,benchmark,scope,performance,family,generation,params,release
Gemma 3 12B IT [Instruction-tuned (IT)],BBH,epoch,0.8093333333333333,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],GPQA diamond,epoch,0.21199999999999997,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],GSM8K,epoch,0.9440000000000001,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::Bird-SQL (dev),own,0.479,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::ChartQA,own,0.757,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::DocVQA,own,0.871,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::FACTS Grounding,own,0.758,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.5933333333333333,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.545,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.8540000000000001,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::LCB (G3),own,0.24600000000000002,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::MATH,own,0.838,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.5622222222222222,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::MMMU (val),own,0.4613333333333333,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::SimpleQA,own,0.063,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],Gemma::VQAv2,own,0.716,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B IT [Instruction-tuned (IT)],LiveBench-20250402,own,0.4125,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],ARC AI2,epoch,0.5853333333333334,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],BBH,epoch,0.6346666666666666,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],GSM8K,epoch,0.71,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::AGIEval,own,0.43199999999999994,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::ARC-e,own,0.844,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::BoolQ,own,0.5759999999999998,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::DROP,own,0.722,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::ECLeKTic,own,0.172,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::FloRes,own,0.46,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::GPQA,own,0.254,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::Global-MMLU-Lite,own,0.5920000000000001,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::HumanEval (PT/IT 0-shot),own,0.457,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::IndicGenBench,own,0.617,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::MATH,own,0.433,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::MBPP,own,0.604,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::MGSM,own,0.643,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::MMLU-Pro (IT),own,0.3922222222222222,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::Natural Questions,own,0.314,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::SocialIQA,own,0.30100000000000005,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::WMT24++,own,0.539,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Gemma::XQuAD,own,0.745,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],HellaSwag,epoch,0.7893333333333334,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],MMLU,epoch,0.66,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],PIQA,epoch,0.6359999999999999,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],TriviaQA,epoch,0.782,Gemma,Gemma 3,12.0,2025-03
Gemma 3 12B [Pretrained (PT)],Winogrande,epoch,0.486,Gemma,Gemma 3,12.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],BBH,epoch,0.18800000000000003,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],GSM8K,epoch,0.628,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::Bird-SQL (dev),own,0.064,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::FACTS Grounding,own,0.364,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::Global-MMLU-Lite,own,0.1226666666666667,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::HiddenMath,own,0.158,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::HumanEval (PT/IT 0-shot),own,0.415,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::LCB (G3),own,0.019,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::MATH,own,0.48,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::MMLU-Pro (IT),own,0.052222222222222205,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B IT [Instruction-tuned (IT)],Gemma::SimpleQA,own,0.022000000000000002,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],ARC AI2,epoch,0.17866666666666667,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],BBH,epoch,0.0453333333333333,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::ARC-e,own,0.64,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::BoolQ,own,0.264,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::DROP,own,0.424,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::ECLeKTic,own,0.046900000000000004,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::FloRes,own,0.295,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::IndicGenBench,own,0.414,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::MGSM,own,0.0204,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::Natural Questions,own,0.09480000000000001,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::SocialIQA,own,0.23349999999999999,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::WMT24++,own,0.36700000000000005,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Gemma::XQuAD,own,0.439,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],HellaSwag,epoch,0.49733333333333335,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],PIQA,epoch,0.476,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],TriviaQA,epoch,0.39799999999999996,Gemma,Gemma 3,1.0,2025-03
Gemma 3 1B [Pretrained (PT)],Winogrande,epoch,0.16400000000000015,Gemma,Gemma 3,1.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],BBH,epoch,0.8346666666666666,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],GPQA diamond,epoch,0.23199999999999998,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],GSM8K,epoch,0.9590000000000001,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::AIME'26,own,0.20800000000000002,Gemma,Gemma 3,27.0,2025-03
Gemma 3 27B IT [Instruction-tuned (IT)],Gemma::BigBench Extra Hard,own,0.193,Gemma,Gemma 3,27.0,2025-03
